 记录条数  时间  bin号  晶号  电压(V)  反向漏电流(uA)  色坐标(x,y)  相关色温(K)  色差  主波长(nm)  色纯度(%)  峰值波长(nm)  显色性指数  光通量(lm)  辐射通量(mW)  光效 
2265 2017_06_07 15:15:36 851 402.8980.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2266 2017_06_07 15:15:36 875 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2267 2017_06_07 15:15:36 898 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2268 2017_06_07 15:15:36 922 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2269 2017_06_07 15:15:36 946 402.9030.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2270 2017_06_07 15:15:36 970 402.9000.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2271 2017_06_07 15:15:36 994 402.8910.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2272 2017_06_07 15:15:37 018 402.8980.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2273 2017_06_07 15:15:37 041 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2274 2017_06_07 15:15:37 067 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2275 2017_06_07 15:15:37 093 402.8910.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2276 2017_06_07 15:15:37 120 402.8950.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2277 2017_06_07 15:15:37 145 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2278 2017_06_07 15:15:37 173 402.8990.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2279 2017_06_07 15:15:37 199 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2280 2017_06_07 15:15:37 225 402.9010.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2281 2017_06_07 15:15:37 251 402.8980.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2282 2017_06_07 15:15:37 276 402.8950.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2283 2017_06_07 15:15:37 300 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2284 2017_06_07 15:15:37 327 402.8910.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2285 2017_06_07 15:15:37 351 402.8910.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2286 2017_06_07 15:15:37 375 402.8970.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2287 2017_06_07 15:15:37 399 402.9030.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2288 2017_06_07 15:15:37 423 402.8960.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2289 2017_06_07 15:15:37 446 402.8970.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2290 2017_06_07 15:15:37 470 402.8890.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2291 2017_06_07 15:15:37 494 402.9040.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2292 2017_06_07 15:15:37 518 402.8990.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2293 2017_06_07 15:15:37 541 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2294 2017_06_07 15:15:37 565 402.8900.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2295 2017_06_07 15:15:37 589 402.8950.21.0100,0.01001001-6.56E-001769.0100.0475.5非数字1.000.000.00
2296 2017_06_07 15:15:37 616 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2297 2017_06_07 15:15:37 642 402.8950.21.0100,0.01001001-6.56E-001769.0100.0475.5非数字1.000.000.00
2298 2017_06_07 15:15:37 670 402.8960.21.0100,0.01001001-6.56E-001769.0100.0608.3非数字1.000.000.00
2299 2017_06_07 15:15:37 698 402.8930.21.0100,0.01001001-6.56E-001769.0100.0608.3非数字1.000.000.00
2300 2017_06_07 15:15:37 731 402.8930.21.0100,0.01001001-6.56E-001769.0100.0608.2非数字1.000.000.00
2301 2017_06_07 15:15:37 756 402.8990.21.0100,0.01001001-6.56E-001769.0100.0475.6非数字1.000.000.00
2302 2017_06_07 15:15:37 782 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2303 2017_06_07 15:15:37 809 402.8910.21.0100,0.01001001-6.56E-001769.0100.0583.3非数字1.000.000.00
2304 2017_06_07 15:15:37 832 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2305 2017_06_07 15:15:37 855 402.8910.21.0100,0.01001001-6.56E-001769.0100.0584.1非数字1.000.000.00
2306 2017_06_07 15:15:37 878 402.8920.21.0100,0.01001001-6.56E-001769.0100.0582.7非数字1.000.000.00
2307 2017_06_07 15:15:37 901 402.9010.21.0100,0.01001001-6.56E-001769.0100.0496.3非数字1.000.000.00
2308 2017_06_07 15:15:37 925 402.8980.21.0100,0.01001001-6.56E-001769.0100.0496.3非数字1.000.000.00
2309 2017_06_07 15:15:37 948 402.8970.31.0100,0.01001001-6.56E-001769.0100.0496.3非数字1.000.000.00
2310 2017_06_07 15:15:37 971 402.8900.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2311 2017_06_07 15:15:37 998 402.8930.21.0100,0.01001001-6.56E-001769.0100.0582.7非数字1.000.000.00
2312 2017_06_07 15:15:38 028 402.9000.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2313 2017_06_07 15:15:38 055 402.8990.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2314 2017_06_07 15:15:38 081 402.8970.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2315 2017_06_07 15:15:38 109 402.9020.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2316 2017_06_07 15:15:38 136 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2317 2017_06_07 15:15:38 163 402.8970.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2318 2017_06_07 15:15:38 190 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2319 2017_06_07 15:15:38 218 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2320 2017_06_07 15:15:38 247 402.9010.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2321 2017_06_07 15:15:38 270 402.8950.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2322 2017_06_07 15:15:38 294 402.8900.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2323 2017_06_07 15:15:38 317 402.8920.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2324 2017_06_07 15:15:38 341 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2325 2017_06_07 15:15:38 365 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2326 2017_06_07 15:15:38 388 402.8900.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2327 2017_06_07 15:15:38 411 402.9070.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2328 2017_06_07 15:15:38 434 402.9010.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2329 2017_06_07 15:15:38 459 402.8920.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2330 2017_06_07 15:15:38 483 402.8890.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2331 2017_06_07 15:15:38 509 402.8900.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2332 2017_06_07 15:15:38 532 402.8940.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2333 2017_06_07 15:15:38 556 402.8900.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2334 2017_06_07 15:15:38 582 402.8900.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2335 2017_06_07 15:15:38 606 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2336 2017_06_07 15:15:38 632 402.8980.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2337 2017_06_07 15:15:38 660 402.9050.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2338 2017_06_07 15:15:38 686 402.8910.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2339 2017_06_07 15:15:38 711 402.8980.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2340 2017_06_07 15:15:38 739 402.8940.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2341 2017_06_07 15:15:38 763 402.8920.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2342 2017_06_07 15:15:38 788 402.8900.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2343 2017_06_07 15:15:38 812 402.8990.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2344 2017_06_07 15:15:38 837 402.8900.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2345 2017_06_07 15:15:38 863 402.8880.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2346 2017_06_07 15:15:38 887 402.9000.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2347 2017_06_07 15:15:38 911 402.8950.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2348 2017_06_07 15:15:38 934 402.8890.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2349 2017_06_07 15:15:38 958 402.8950.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2350 2017_06_07 15:15:38 980 402.8970.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2351 2017_06_07 15:15:39 004 402.8920.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2352 2017_06_07 15:15:39 029 402.8930.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2353 2017_06_07 15:15:39 052 402.8960.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2354 2017_06_07 15:15:39 075 402.8970.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2355 2017_06_07 15:15:39 099 402.8970.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2356 2017_06_07 15:15:39 123 402.8910.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2357 2017_06_07 15:15:39 146 402.8970.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2358 2017_06_07 15:15:39 171 402.8970.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2359 2017_06_07 15:15:39 194 402.8970.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2360 2017_06_07 15:15:39 217 402.8900.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2361 2017_06_07 15:15:39 243 402.8940.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2362 2017_06_07 15:15:39 266 402.8910.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2363 2017_06_07 15:15:39 289 402.8980.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2364 2017_06_07 15:15:39 316 402.8910.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2365 2017_06_07 15:15:39 341 402.8910.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2366 2017_06_07 15:15:39 368 402.8940.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2367 2017_06_07 15:15:39 394 402.8930.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2368 2017_06_07 15:15:39 420 402.8960.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2369 2017_06_07 15:15:39 445 402.9000.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2370 2017_06_07 15:15:39 469 402.8970.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2371 2017_06_07 15:15:39 493 402.8970.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2372 2017_06_07 15:15:39 516 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2373 2017_06_07 15:15:39 540 402.8950.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2374 2017_06_07 15:15:39 564 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2375 2017_06_07 15:15:39 588 402.8940.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2376 2017_06_07 15:15:39 612 402.8970.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2377 2017_06_07 15:15:39 635 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2378 2017_06_07 15:15:39 658 402.8950.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2379 2017_06_07 15:15:39 684 402.8980.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2380 2017_06_07 15:15:39 709 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2381 2017_06_07 15:15:39 733 402.8940.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2382 2017_06_07 15:15:39 758 402.8950.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2383 2017_06_07 15:15:39 782 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2384 2017_06_07 15:15:39 806 402.8930.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2385 2017_06_07 15:15:39 830 402.8930.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2386 2017_06_07 15:15:39 855 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2387 2017_06_07 15:15:39 879 402.8920.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2388 2017_06_07 15:15:39 904 402.8950.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2389 2017_06_07 15:15:39 942 402.8940.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2390 2017_06_07 15:15:39 967 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2391 2017_06_07 15:15:39 991 402.8960.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2392 2017_06_07 15:15:40 013 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2393 2017_06_07 15:15:40 037 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2394 2017_06_07 15:15:40 063 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2395 2017_06_07 15:15:40 090 402.8970.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2396 2017_06_07 15:15:40 117 402.8910.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2397 2017_06_07 15:15:40 145 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2398 2017_06_07 15:15:40 172 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2399 2017_06_07 15:15:40 200 402.9100.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2400 2017_06_07 15:15:40 228 402.8980.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2401 2017_06_07 15:15:40 256 402.9000.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2402 2017_06_07 15:15:40 282 402.9020.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2403 2017_06_07 15:15:40 306 402.8940.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2404 2017_06_07 15:15:40 330 402.9030.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2405 2017_06_07 15:15:40 354 402.8910.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2406 2017_06_07 15:15:40 379 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2407 2017_06_07 15:15:40 403 402.8970.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2408 2017_06_07 15:15:40 430 402.8950.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2409 2017_06_07 15:15:40 454 402.9000.21.0100,0.01001001-6.56E-001769.0100.0558.1非数字1.000.000.00
2410 2017_06_07 15:15:40 478 402.9030.21.0100,0.01001001-6.56E-001769.0100.0558.4非数字1.000.000.00
2411 2017_06_07 15:15:40 501 402.8940.21.0100,0.01001001-6.56E-001769.0100.0558.4非数字1.000.000.00
2412 2017_06_07 15:15:40 524 402.8990.21.0100,0.01001001-6.56E-001769.0100.0558.4非数字1.000.000.00
2413 2017_06_07 15:15:40 548 402.8950.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2414 2017_06_07 15:15:40 573 402.8960.21.0100,0.01001001-6.56E-001769.0100.0558.4非数字1.000.000.00
2415 2017_06_07 15:15:40 599 402.8940.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2416 2017_06_07 15:15:40 624 402.8890.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2417 2017_06_07 15:15:40 651 402.8920.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2418 2017_06_07 15:15:40 678 402.8900.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2419 2017_06_07 15:15:40 704 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2420 2017_06_07 15:15:40 734 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2421 2017_06_07 15:15:40 759 402.8900.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2422 2017_06_07 15:15:40 782 402.8950.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2423 2017_06_07 15:15:40 806 402.8950.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2424 2017_06_07 15:15:40 830 402.8920.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2425 2017_06_07 15:15:40 855 402.8990.21.0100,0.01001001-6.56E-001769.0100.0668.1非数字1.000.000.00
2426 2017_06_07 15:15:40 878 402.8970.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2427 2017_06_07 15:15:40 902 402.8910.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2428 2017_06_07 15:15:40 926 402.8900.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2429 2017_06_07 15:15:40 949 402.8920.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2430 2017_06_07 15:15:40 973 402.8990.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2431 2017_06_07 15:15:40 996 402.8960.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2432 2017_06_07 15:15:41 021 402.9000.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2433 2017_06_07 15:15:41 044 402.9000.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2434 2017_06_07 15:15:41 067 402.8900.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2435 2017_06_07 15:15:41 091 402.8920.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2436 2017_06_07 15:15:41 115 402.8940.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2437 2017_06_07 15:15:41 139 402.8900.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2438 2017_06_07 15:15:41 163 402.8910.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2439 2017_06_07 15:15:41 188 402.8930.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2440 2017_06_07 15:15:41 211 402.8880.31.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2441 2017_06_07 15:15:41 235 402.8990.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2442 2017_06_07 15:15:41 258 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2443 2017_06_07 15:15:41 282 402.8910.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2444 2017_06_07 15:15:41 306 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2445 2017_06_07 15:15:41 330 402.8950.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2446 2017_06_07 15:15:41 354 402.8980.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2447 2017_06_07 15:15:41 377 402.8910.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2448 2017_06_07 15:15:41 401 402.8950.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2449 2017_06_07 15:15:41 424 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2450 2017_06_07 15:15:41 447 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2451 2017_06_07 15:15:41 471 402.9080.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2452 2017_06_07 15:15:41 495 402.8980.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2453 2017_06_07 15:15:41 519 402.8970.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2454 2017_06_07 15:15:41 543 402.9000.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2455 2017_06_07 15:15:41 566 402.8900.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2456 2017_06_07 15:15:41 593 402.8920.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2457 2017_06_07 15:15:41 622 402.8990.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2458 2017_06_07 15:15:41 648 402.8890.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2459 2017_06_07 15:15:41 674 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2460 2017_06_07 15:15:41 700 402.8940.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2461 2017_06_07 15:15:41 731 402.9030.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2462 2017_06_07 15:15:41 756 402.8980.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2463 2017_06_07 15:15:41 778 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2464 2017_06_07 15:15:41 802 402.8960.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2465 2017_06_07 15:15:41 827 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2466 2017_06_07 15:15:41 850 402.8910.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2467 2017_06_07 15:15:41 873 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2468 2017_06_07 15:15:41 898 402.8970.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2469 2017_06_07 15:15:41 921 402.8930.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
2470 2017_06_07 15:15:41 944 402.8970.21.0100,0.01001001-6.56E-001769.0100.0496.4非数字1.000.000.00
